Species 1,Species 2,Dist,Std. Err
CAIB01000045 Staphylococcus intermedius,MW186933 Staphylococcus lloydii,0.0245939989,0.0040106181
FXUZ01000000 Staphylococcus cornubiensis,MW186933 Staphylococcus lloydii,0.0244321549,0.0040392884
KY019172 Staphylococcus ursi,MW186933 Staphylococcus lloydii,0.0249850723,0.0039303805
X84731 Staphylococcus lutrae,MW186933 Staphylococcus lloydii,0.0318638023,0.0046955480
HM484980 Staphylococcus agnetis,MW186933 Staphylococcus lloydii,0.0275809481,0.0043832663
CP008747 Staphylococcus hyicus,MW186933 Staphylococcus lloydii,0.0243239690,0.0039882718
D83360 Staphylococcus chromogenes,MW186933 Staphylococcus lloydii,0.0269758119,0.0043194672
S83568 Staphylococcus schleiferi subsp. schleiferi,MW186933 Staphylococcus lloydii,0.0295014519,0.0043560086
AB009945 Staphylococcus coagulans,MW186933 Staphylococcus lloydii,0.0287857762,0.0043587792
D83364 Staphylococcus felis,MW186933 Staphylococcus lloydii,0.0326516478,0.0047399403
MT442037 Staphylococcus canis,MW186933 Staphylococcus lloydii,0.0215071105,0.0039919921
EU888120 Staphylococcus microti,MW186933 Staphylococcus lloydii,0.0347923843,0.0046282717
FM242137 Staphylococcus rostri,MW186933 Staphylococcus lloydii,0.0326956705,0.0046599684
FR733703 Staphylococcus muscae,MW186933 Staphylococcus lloydii,0.0293127092,0.0042143941
D83358 Staphylococcus auricularis,MW186933 Staphylococcus lloydii,0.0213714077,0.0037926831
AB233329 Staphylococcus carnosus subsp. utilis,MW186933 Staphylococcus lloydii,0.0295250421,0.0048423409
EU727181 Staphylococcus carnosus subsp. carnosus,MW186933 Staphylococcus lloydii,0.0241819367,0.0042410141
Y15750 Staphylococcus condimenti,MW186933 Staphylococcus lloydii,0.0244226634,0.0041901038
Y15754 Staphylococcus piscifermentans,MW186933 Staphylococcus lloydii,0.0258057512,0.0042940847
MK121623 Staphylococcus debuckii,MW186933 Staphylococcus lloydii,0.0258117416,0.0041466494
D83373 Staphylococcus simulans,MW186933 Staphylococcus lloydii,0.0362408746,0.0049113035
EU707796 Staphylococcus massiliensis,MW186933 Staphylococcus lloydii,0.0262800447,0.0042314676
KY315825 Staphylococcus edaphicus,MW186933 Staphylococcus lloydii,0.0177838006,0.0033184226
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,MW186933 Staphylococcus lloydii,0.0176674395,0.0032984178
MH643903 Staphylococcus pseudoxylosus,MW186933 Staphylococcus lloydii,0.0175941806,0.0033857637
AB233327 Staphylococcus saprophyticus subsp. bovis,MW186933 Staphylococcus lloydii,0.0195959533,0.0036224783
MH431939 Staphylococcus caeli,MW186933 Staphylococcus lloydii,0.0163544660,0.0031706396
D83374 Staphylococcus xylosus,MW186933 Staphylococcus lloydii,0.0171839952,0.0033091741
AF004220 Staphylococcus succinus subsp. succinus,MW186933 Staphylococcus lloydii,0.0137117536,0.0028621422
AJ320272 Staphylococcus casei,MW186933 Staphylococcus lloydii,0.0151786588,0.0030403147
AF527483 Staphylococcus equorum subsp. linens,MW186933 Staphylococcus lloydii,0.0192144086,0.0033920395
AB009939 Staphylococcus equorum subsp. equorum,MW186933 Staphylococcus lloydii,0.0197394747,0.0035501432
AJ517414 Staphylococcus nepalensis,MW186933 Staphylococcus lloydii,0.0222954243,0.0038099569
AB009933 Staphylococcus arlettae,MW186933 Staphylococcus lloydii,0.0162886558,0.0033262621
D83361 Staphylococcus cohnii subsp. cohnii,MW186933 Staphylococcus lloydii,0.0157794800,0.0032239750
AB009936 Staphylococcus urealyticus,MW186933 Staphylococcus lloydii,0.0135371753,0.0029718934
CP027846 Staphylococcus kloosii,MW186933 Staphylococcus lloydii,0.0012912997,0.0008758667
AB009938 Staphylococcus delphini,MW186934 Staphylococcus durrellii,0.0259667696,0.0041382805
AJ780976 Staphylococcus pseudintermedius,MW186934 Staphylococcus durrellii,0.0277359387,0.0042977869
CAIB01000045 Staphylococcus intermedius,MW186934 Staphylococcus durrellii,0.0246079459,0.0039418095
FXUZ01000000 Staphylococcus cornubiensis,MW186934 Staphylococcus durrellii,0.0244637915,0.0040025733
KY019172 Staphylococcus ursi,MW186934 Staphylococcus durrellii,0.0250155455,0.0038877047
X84731 Staphylococcus lutrae,MW186934 Staphylococcus durrellii,0.0297809907,0.0045600007
HM484980 Staphylococcus agnetis,MW186934 Staphylococcus durrellii,0.0260933293,0.0042427943
CP008747 Staphylococcus hyicus,MW186934 Staphylococcus durrellii,0.0229955709,0.0038339548
D83360 Staphylococcus chromogenes,MW186934 Staphylococcus durrellii,0.0269917440,0.0042839898
S83568 Staphylococcus schleiferi subsp. schleiferi,MW186934 Staphylococcus durrellii,0.0295381717,0.0043841908
AB009945 Staphylococcus coagulans,MW186934 Staphylococcus durrellii,0.0288026326,0.0043587982
D83364 Staphylococcus felis,MW186934 Staphylococcus durrellii,0.0312580431,0.0046802549
MT442037 Staphylococcus canis,MW186934 Staphylococcus durrellii,0.0215388802,0.0039999357
EU888120 Staphylococcus microti,MW186934 Staphylococcus durrellii,0.0333962122,0.0046180286
FM242137 Staphylococcus rostri,MW186934 Staphylococcus durrellii,0.0327159956,0.0046709859
FR733703 Staphylococcus muscae,MW186934 Staphylococcus durrellii,0.0279766944,0.0041588831
D83358 Staphylococcus auricularis,MW186934 Staphylococcus durrellii,0.0213839641,0.0038401838
AB233329 Staphylococcus carnosus subsp. utilis,MW186934 Staphylococcus durrellii,0.0295427801,0.0047149894
EU727181 Staphylococcus carnosus subsp. carnosus,MW186934 Staphylococcus durrellii,0.0241957930,0.0041385764
Y15750 Staphylococcus condimenti,MW186934 Staphylococcus durrellii,0.0244525647,0.0040931001
Y15754 Staphylococcus piscifermentans,MW186934 Staphylococcus durrellii,0.0258374303,0.0041747816
MK121623 Staphylococcus debuckii,MW186934 Staphylococcus durrellii,0.0258263221,0.0040342795
D83373 Staphylococcus simulans,MW186934 Staphylococcus durrellii,0.0362625105,0.0048005597
EU707796 Staphylococcus massiliensis,MW186934 Staphylococcus durrellii,0.0262955600,0.0041449093
KY315825 Staphylococcus edaphicus,MW186934 Staphylococcus durrellii,0.0164643554,0.0032656060
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,MW186934 Staphylococcus durrellii,0.0163673491,0.0032466729
MH643903 Staphylococcus pseudoxylosus,MW186934 Staphylococcus durrellii,0.0162386254,0.0033297562
AB233327 Staphylococcus saprophyticus subsp. bovis,MW186934 Staphylococcus durrellii,0.0181937458,0.0035611609
MH431939 Staphylococcus caeli,MW186934 Staphylococcus durrellii,0.0150540171,0.0031585595
D83374 Staphylococcus xylosus,MW186934 Staphylococcus durrellii,0.0158071382,0.0032864235
AF004220 Staphylococcus succinus subsp. succinus,MW186934 Staphylococcus durrellii,0.0124042832,0.0028206580
AJ320272 Staphylococcus casei,MW186934 Staphylococcus durrellii,0.0138661342,0.0030310107
AF527483 Staphylococcus equorum subsp. linens,MW186934 Staphylococcus durrellii,0.0178869490,0.0032964435
AB009939 Staphylococcus equorum subsp. equorum,MW186934 Staphylococcus durrellii,0.0183756804,0.0034485099
AJ517414 Staphylococcus nepalensis,MW186934 Staphylococcus durrellii,0.0208991093,0.0037080731
AB009933 Staphylococcus arlettae,MW186934 Staphylococcus durrellii,0.0149292765,0.0031607478
D83361 Staphylococcus cohnii subsp. cohnii,MW186934 Staphylococcus durrellii,0.0144054100,0.0030555842
AB009936 Staphylococcus urealyticus,MW186934 Staphylococcus durrellii,0.0121818363,0.0028419597
CP027846 Staphylococcus kloosii,MW186934 Staphylococcus durrellii,0.0025874284,0.0013497715
MW186933 Staphylococcus lloydii,MW186934 Staphylococcus durrellii,0.0025874284,0.0013407031
AB009938 Staphylococcus delphini,D83366 Staphylococcus gallinarum,0.0242032041,0.0040291489
AJ780976 Staphylococcus pseudintermedius,D83366 Staphylococcus gallinarum,0.0262800447,0.0042918055
CAIB01000045 Staphylococcus intermedius,D83366 Staphylococcus gallinarum,0.0248753672,0.0040930985
FXUZ01000000 Staphylococcus cornubiensis,D83366 Staphylococcus gallinarum,0.0246319494,0.0041673477
KY019172 Staphylococcus ursi,D83366 Staphylococcus gallinarum,0.0255932910,0.0040873266
X84731 Staphylococcus lutrae,D83366 Staphylococcus gallinarum,0.0298593515,0.0045886413
HM484980 Staphylococcus agnetis,D83366 Staphylococcus gallinarum,0.0253752691,0.0041717990
CP008747 Staphylococcus hyicus,D83366 Staphylococcus gallinarum,0.0234698161,0.0039757745
D83360 Staphylococcus chromogenes,D83366 Staphylococcus gallinarum,0.0249037427,0.0040607777
S83568 Staphylococcus schleiferi subsp. schleiferi,D83366 Staphylococcus gallinarum,0.0298770736,0.0044117658
AB009945 Staphylococcus coagulans,D83366 Staphylococcus gallinarum,0.0284755358,0.0044204585
D83364 Staphylococcus felis,D83366 Staphylococcus gallinarum,0.0291521633,0.0044279600
MT442037 Staphylococcus canis,D83366 Staphylococcus gallinarum,0.0216129925,0.0041694495
EU888120 Staphylococcus microti,D83366 Staphylococcus gallinarum,0.0299354132,0.0044984018
FM242137 Staphylococcus rostri,D83366 Staphylococcus gallinarum,0.0286556102,0.0044670111
FR733703 Staphylococcus muscae,D83366 Staphylococcus gallinarum,0.0284943286,0.0043401969
D83358 Staphylococcus auricularis,D83366 Staphylococcus gallinarum,0.0234998636,0.0038654293
AB233329 Staphylococcus carnosus subsp. utilis,D83366 Staphylococcus gallinarum,0.0317261664,0.0047002912
EU727181 Staphylococcus carnosus subsp. carnosus,D83366 Staphylococcus gallinarum,0.0284024001,0.0044884154
Y15750 Staphylococcus condimenti,D83366 Staphylococcus gallinarum,0.0291098133,0.0044839484
Y15754 Staphylococcus piscifermentans,D83366 Staphylococcus gallinarum,0.0305743464,0.0045302351
MK121623 Staphylococcus debuckii,D83366 Staphylococcus gallinarum,0.0305181438,0.0044209840
D83373 Staphylococcus simulans,D83366 Staphylococcus gallinarum,0.0327362932,0.0046972879
EU707796 Staphylococcus massiliensis,D83366 Staphylococcus gallinarum,0.0271421303,0.0040122323
KY315825 Staphylococcus edaphicus,D83366 Staphylococcus gallinarum,0.0095608027,0.0025514556
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,D83366 Staphylococcus gallinarum,0.0095608027,0.0025514556
MH643903 Staphylococcus pseudoxylosus,D83366 Staphylococcus gallinarum,0.0088747180,0.0024833628
AB233327 Staphylococcus saprophyticus subsp. bovis,D83366 Staphylococcus gallinarum,0.0104243237,0.0027217729
MH431939 Staphylococcus caeli,D83366 Staphylococcus gallinarum,0.0095676716,0.0025638891
D83374 Staphylococcus xylosus,D83366 Staphylococcus gallinarum,0.0081915953,0.0023923845
AF004220 Staphylococcus succinus subsp. succinus,D83366 Staphylococcus gallinarum,0.0081915953,0.0023431617
AJ320272 Staphylococcus casei,D83366 Staphylococcus gallinarum,0.0095650188,0.0026355818
AF527483 Staphylococcus equorum subsp. linens,D83366 Staphylococcus gallinarum,0.0144251277,0.0032473367
AB009939 Staphylococcus equorum subsp. equorum,D83366 Staphylococcus gallinarum,0.0151278747,0.0033203822
AJ517414 Staphylococcus nepalensis,D83366 Staphylococcus gallinarum,0.0174045816,0.0034285399
AB009933 Staphylococcus arlettae,D83366 Staphylococcus gallinarum,0.0075080998,0.0021618863
D83361 Staphylococcus cohnii subsp. cohnii,D83366 Staphylococcus gallinarum,0.0109535035,0.0027976621
AB009936 Staphylococcus urealyticus,D83366 Staphylococcus gallinarum,0.0088886166,0.0025914669
CP027846 Staphylococcus kloosii,D83366 Staphylococcus gallinarum,0.0143802638,0.0031824768
MW186933 Staphylococcus lloydii,D83366 Staphylococcus gallinarum,0.0157610952,0.0032791685
MW186934 Staphylococcus durrellii,D83366 Staphylococcus gallinarum,0.0129938553,0.0029956948
AB009938 Staphylococcus delphini,KP716705 Staphylococcus argensis_{outgroup},0.0606345200,0.0075874305
AJ780976 Staphylococcus pseudintermedius,KP716705 Staphylococcus argensis_{outgroup},0.0585196855,0.0074951193
CAIB01000045 Staphylococcus intermedius,KP716705 Staphylococcus argensis_{outgroup},0.0585196855,0.0074951193
FXUZ01000000 Staphylococcus cornubiensis,KP716705 Staphylococcus argensis_{outgroup},0.0449951421,0.0068573256
KY019172 Staphylococcus ursi,KP716705 Staphylococcus argensis_{outgroup},0.0595135268,0.0075564954
X84731 Staphylococcus lutrae,KP716705 Staphylococcus argensis_{outgroup},0.0571858969,0.0074755495
HM484980 Staphylococcus agnetis,KP716705 Staphylococcus argensis_{outgroup},0.0507473706,0.0072419917
CP008747 Staphylococcus hyicus,KP716705 Staphylococcus argensis_{outgroup},0.0606491175,0.0077529893
D83360 Staphylococcus chromogenes,KP716705 Staphylococcus argensis_{outgroup},0.0570733354,0.0075245964
S83568 Staphylococcus schleiferi subsp. schleiferi,KP716705 Staphylococcus argensis_{outgroup},0.0561572535,0.0074604269
AB009945 Staphylococcus coagulans,KP716705 Staphylococcus argensis_{outgroup},0.0596259172,0.0075256747
D83364 Staphylococcus felis,KP716705 Staphylococcus argensis_{outgroup},0.0622576829,0.0080954834
MT442037 Staphylococcus canis,KP716705 Staphylococcus argensis_{outgroup},0.0514524295,0.0084437659
EU888120 Staphylococcus microti,KP716705 Staphylococcus argensis_{outgroup},0.0582673364,0.0075578234
FM242137 Staphylococcus rostri,KP716705 Staphylococcus argensis_{outgroup},0.0577600234,0.0074247057
FR733703 Staphylococcus muscae,KP716705 Staphylococcus argensis_{outgroup},0.0597170306,0.0075062133
D83358 Staphylococcus auricularis,KP716705 Staphylococcus argensis_{outgroup},0.0519205507,0.0070125004
AB233329 Staphylococcus carnosus subsp. utilis,KP716705 Staphylococcus argensis_{outgroup},0.0542010654,0.0071954701
EU727181 Staphylococcus carnosus subsp. carnosus,KP716705 Staphylococcus argensis_{outgroup},0.0575171702,0.0072442523
Y15750 Staphylococcus condimenti,KP716705 Staphylococcus argensis_{outgroup},0.0546152233,0.0071254544
Y15754 Staphylococcus piscifermentans,KP716705 Staphylococcus argensis_{outgroup},0.0536197531,0.0070326915
MK121623 Staphylococcus debuckii,KP716705 Staphylococcus argensis_{outgroup},0.0575171702,0.0072081881
D83373 Staphylococcus simulans,KP716705 Staphylococcus argensis_{outgroup},0.0592656346,0.0073212574
EU707796 Staphylococcus massiliensis,KP716705 Staphylococcus argensis_{outgroup},0.0583787289,0.0077238942
KY315825 Staphylococcus edaphicus,KP716705 Staphylococcus argensis_{outgroup},0.0577622914,0.0074353799
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,KP716705 Staphylococcus argensis_{outgroup},0.0577622914,0.0074353799
MH643903 Staphylococcus pseudoxylosus,KP716705 Staphylococcus argensis_{outgroup},0.0567540181,0.0073028062
AB233327 Staphylococcus saprophyticus subsp. bovis,KP716705 Staphylococcus argensis_{outgroup},0.0534696499,0.0074184572
MH431939 Staphylococcus caeli,KP716705 Staphylococcus argensis_{outgroup},0.0568019501,0.0073508328
D83374 Staphylococcus xylosus,KP716705 Staphylococcus argensis_{outgroup},0.0552847354,0.0074159219
AF004220 Staphylococcus succinus subsp. succinus,KP716705 Staphylococcus argensis_{outgroup},0.0606759401,0.0076631815
AJ320272 Staphylococcus casei,KP716705 Staphylococcus argensis_{outgroup},0.0609267586,0.0078231505
AF527483 Staphylococcus equorum subsp. linens,KP716705 Staphylococcus argensis_{outgroup},0.0597675397,0.0075793265
AB009939 Staphylococcus equorum subsp. equorum,KP716705 Staphylococcus argensis_{outgroup},0.0607786680,0.0076147755
AJ517414 Staphylococcus nepalensis,KP716705 Staphylococcus argensis_{outgroup},0.0494364428,0.0070898881
AB009933 Staphylococcus arlettae,KP716705 Staphylococcus argensis_{outgroup},0.0536343630,0.0072123369
D83361 Staphylococcus cohnii subsp. cohnii,KP716705 Staphylococcus argensis_{outgroup},0.0470031492,0.0066368261
AB009936 Staphylococcus urealyticus,KP716705 Staphylococcus argensis_{outgroup},0.0515877943,0.0068300157
CP027846 Staphylococcus kloosii,KP716705 Staphylococcus argensis_{outgroup},0.0585337195,0.0075286969
MW186933 Staphylococcus lloydii,KP716705 Staphylococcus argensis_{outgroup},0.0575287012,0.0074888481
MW186934 Staphylococcus durrellii,KP716705 Staphylococcus argensis_{outgroup},0.0575771248,0.0073838058
D83366 Staphylococcus gallinarum,KP716705 Staphylococcus argensis_{outgroup},0.0510560349,0.0071331874
AB009938 Staphylococcus delphini,AF322002 Staphylococcus pettenkoferi,0.0273727963,0.0043560938
AJ780976 Staphylococcus pseudintermedius,AF322002 Staphylococcus pettenkoferi,0.0277199323,0.0043564491
CAIB01000045 Staphylococcus intermedius,AF322002 Staphylococcus pettenkoferi,0.0245939989,0.0040513769
FXUZ01000000 Staphylococcus cornubiensis,AF322002 Staphylococcus pettenkoferi,0.0216279042,0.0038076325
KY019172 Staphylococcus ursi,AF322002 Staphylococcus pettenkoferi,0.0250607404,0.0040573839
X84731 Staphylococcus lutrae,AF322002 Staphylococcus pettenkoferi,0.0290945938,0.0044657847
HM484980 Staphylococcus agnetis,AF322002 Staphylococcus pettenkoferi,0.0276069827,0.0045098352
CP008747 Staphylococcus hyicus,AF322002 Staphylococcus pettenkoferi,0.0257631743,0.0041430736
D83360 Staphylococcus chromogenes,AF322002 Staphylococcus pettenkoferi,0.0284092908,0.0045304995
S83568 Staphylococcus schleiferi subsp. schleiferi,AF322002 Staphylococcus pettenkoferi,0.0267979007,0.0041833467
AB009945 Staphylococcus coagulans,AF322002 Staphylococcus pettenkoferi,0.0274197635,0.0043168517
D83364 Staphylococcus felis,AF322002 Staphylococcus pettenkoferi,0.0319742133,0.0046690263
MT442037 Staphylococcus canis,AF322002 Staphylococcus pettenkoferi,0.0223585027,0.0042400917
EU888120 Staphylococcus microti,AF322002 Staphylococcus pettenkoferi,0.0305694053,0.0044187061
FM242137 Staphylococcus rostri,AF322002 Staphylococcus pettenkoferi,0.0275540719,0.0043528101
FR733703 Staphylococcus muscae,AF322002 Staphylococcus pettenkoferi,0.0279850050,0.0041643300
D83358 Staphylococcus auricularis,AF322002 Staphylococcus pettenkoferi,0.0241570754,0.0040333028
AB233329 Staphylococcus carnosus subsp. utilis,AF322002 Staphylococcus pettenkoferi,0.0310194481,0.0047565953
EU727181 Staphylococcus carnosus subsp. carnosus,AF322002 Staphylococcus pettenkoferi,0.0269611428,0.0042909409
Y15750 Staphylococcus condimenti,AF322002 Staphylococcus pettenkoferi,0.0264792681,0.0042402010
